squad_id,line,name,m,ws,bs,s,t,w,a,ld,sv,cost,cost_description,models_per_unit,cost_including_wargear,base_size,base_size_descr
1523,1,Sicaran Arcus,"14""",6+,3+,6,7,14,3,8,2+,155,,1,FALSE,Use model,
1524,1,Sicaran Omega,"14""",6+,3+,6,7,14,3,8,2+,175,,1,FALSE,Use model,
1525,1,Secutarii Hoplite,"6""",3+,3+,3,3,1,2,6,4+,10,,4-9,FALSE,25mm,
1525,2,Hoplite Alpha,"6""",3+,3+,3,3,1,3,7,4+,10,,1,FALSE,25mm,
1526,1,Secutarii Peltast,"6""",3+,3+,3,3,1,2,6,4+,9,,4-9,FALSE,25mm,
1526,2,Peltast Alpha,"6""",3+,3+,3,3,1,3,7,4+,9,,1,FALSE,25mm,
1527,1,Terrax-pattern Termite,"8""",4+,3+,7,8,14,3,8,3+,180,,1,FALSE,Use model,
1532,1,Chaos Terrax-pattern Termite,"8""",4+,3+,7,8,14,3,8,3+,180,,1,FALSE,Use model,
1533,1,Terrax-pattern Termite,"8""",4+,3+,7,8,14,3,8,3+,180,,1,FALSE,Use model,
1536,1,Big Mek with Shokk Attack Gun,"5""",3+,4+,5,5,5,3,7,4+,110,,1,FALSE,40mm,Grot oiler 25mm
1537,1,Deffkilla Wartrike,"14""",2+,5+,5,6,8,5,7,4+,120,,1,FALSE,150 x 95mm,
1538,1,Kustom Boosta-blasta,"12""",4+,5+,5,6,8,4,7,4+,80,,1-3,FALSE,150 x 95mm,
1539,1,Shokkjump Dragsta,"14""",4+,5+,5,6,8,4,7,4+,85,,1-3,FALSE,150 x 95mm,
1540,1,Boomdakka Snazzwagon,"12""",4+,5+,5,6,8,4,7,4+,90,,1-3,FALSE,150 x 95mm,
1541,1,Megatrakk Scrapjet,"10""",4+,5+,6,6,9,4,7,4+,100,,1-3,FALSE,150 x 95mm,
1542,1,Rukkatrukk Squigbuggy,"10""",4+,5+,5,6,9,4,7,4+,95,,1-3,FALSE,150 x 95mm,
1543,1,Gunwagon,"12""",5+,5+,8,8,16,6,7,3+,150,,1,FALSE,Use model,
1544,1,Bonebreaka,"12""",5+,5+,8,8,16,6,7,3+,160,,1,FALSE,Use model,
1546,1,Abominant,"6""",3+,6+,5,5,6,3,8,5+,85,,1,FALSE,40mm,
1552,1,Missionary,"6""",4+,4+,3,3,4,3,8,6+,40,,1,FALSE,25mm,
1553,1,Preacher,"6""",4+,4+,3,3,4,3,7,6+,25,,1,FALSE,25mm,
1554,1,Marneus Calgar in Armour of Heraclus,"6""",2+,2+,4,5,8,6,9,2+,200,,1,TRUE,50mm,
1555,1,Victrix Honour Guard,"6""",2+,3+,4,4,3,4,9,2+,,,2,FALSE,40mm,
1556,1,Haarken Worldclaimer,"12""",2+,2+,4,4,6,7,10,3+,150,,1,FALSE,40mm,
1557,1,Contemptor-Galatus Dreadnought,"9""",2+,2+,7,7,9,5,11,2+,180,,1,FALSE,60mm,
1558,1,Aquilon Custodian,"6""",2+,2+,5,5,4,4,11,2+,70,,3-6,FALSE,50mm,
1559,1,Custodian Guard,"6""",2+,2+,5,5,3,3,11,2+,55,,3-5,FALSE,40mm,
1560,1,Agamatus Custodians,"14""",2+,2+,5,6,4,4,11,2+,95,,3-6,FALSE,60mm flying base,
1561,1,Venatari Custodian,"12""",2+,2+,5,5,3,3,11,3+,55,,3-6,FALSE,40mm,
1562,1,Pallas Grav-attack,"16""",6+,2+,5,6,8,2,11,3+,95,,1,FALSE,105 x 70mm,May use 50mm base instead
1563,1,Sagittarum Custodian,"6""",2+,2+,5,5,3,3,11,2+,50,,3-5,FALSE,40mm,
1564,1,Orion Assault Dropship,"20""-50""",6+,2+,8,8,22,6,11,3+,450,,1,FALSE,160mm,
1565,1,Jackal Alphus,"14""",3+,2+,3,4,4,3,8,4+,80,,1,FALSE,60 x 35mm,
1567,1,Clamavus,"6""",3+,3+,3,3,4,3,8,5+,45,,1,FALSE,32mm,
1568,1,Locus,"6""",2+,3+,4,4,4,5,8,5+,45,,1,FALSE,32mm,
1569,1,Sanctus,"6""",2+,2+,3,3,4,4,8,5+,70,,1,FALSE,32mm,
1570,1,Kelermorph,"6""",3+,2+,3,3,4,4,8,5+,80,,1,FALSE,32mm,
1571,1,Nexos,"6""",3+,3+,3,3,4,3,8,5+,50,,1,FALSE,40mm,
1572,1,Biophagus,"6""",3+,3+,3,3,4,3,8,5+,40,,1,FALSE,25mm,Alchemicus familiar 25mm
1573,1,Achilles Ridgerunner,"14""",6+,4+,5,6,8,3,8,4+,80,,1-3,FALSE,120 x 92mm,
1574,1,Atalan Jackal,"14""",4+,4+,3,4,2,2,7,4+,15,,3-7,FALSE,60 x 35mm,
1574,2,Atalan Leader,"14""",4+,4+,3,4,2,3,8,4+,15,,1,FALSE,60 x 35mm,
1574,3,Atalan Wolfquad,"14""",4+,4+,3,4,4,2,7,4+,30,,0-2,FALSE,60mm,
1577,1,Seraptek,"12""",3+,3+,8,8,28,6,10,3+,600,,1,FALSE,Use model,
1578,1,Commissar Severina Raine,"6""",3+,3+,3,3,3,3,8,4+,35,,1,FALSE,32mm,
1579,1,Inquisitor Eisenhorn,"6""",3+,3+,3,3,5,4,10,4+,85,,1,FALSE,32mm,
1580,1,Tech-Priest Manipulus,"6""",3+,2+,4,4,5,3,8,2+,70,,1,FALSE,50mm,
1581,1,Master of Possession,"6""",3+,3+,4,4,5,5,9,3+,105,,1,FALSE,40mm,
1583,1,Lord Discordant on Helstalker,"12""",2+,2+,4,6,9,6,9,2+,175,,1,FALSE,120 x 92mm,
1584,1,Master of Executions,"6""",2+,3+,4,4,5,6,9,3+,65,,1,FALSE,40mm,
1586,1,Venomcrawler,"12""",3+,3+,7,7,9,6,8,3+,105,,1,FALSE,100mm,
1587,1,Noctilith Crown,-,-,4+,8,8,14,-,8,3+,100,,1,FALSE,Use model,
1588,1,Skull Altar,-,-,-,6,8,9,-,7,4+/4+,50,,1,FALSE,Use model,
1589,1,Infernal Enrapturess,"9""",2+,3+,4,4,4,4,8,5+/4+,80,,1,FALSE,60 x 35mm,
1596,1,Rein,"6""",5+,2+,2,2,2,1,6,6+,,,1,TRUE,25mm,
1596,2,Raus,"6""",5+,2+,2,2,2,1,6,6+,,,1,TRUE,25mm,
1597,1,Dahyak Grekh,"7""",3+,3+,3,3,3,3,7,6+,40,,1,TRUE,32mm,
1598,1,Amallyn Shadowguide,"7""",3+,2+,3,3,3,2,7,5+,55,,1,TRUE,32mm,
1599,1,Obsidius Mallex,"6""",2+,2+,4,4,5,4,9,3+,130,,1,TRUE,40mm,
1600,1,Rogue Psyker,"6""",4+,4+,3,3,4,2,8,5+,35,,1,TRUE,32mm,
1601,1,Negavolt Cultist,"6""",3+,4+,3,3,1,3,8,6+,,,4,TRUE,32mm,
1602,1,Chaos Space Marine,"6""",3+,3+,4,4,1,1,7,3+,,,2,TRUE,32mm,
1604,1,Chaos Beastman,"6""",3+,4+,4,4,1,1,6,5+,,,4,TRUE,32mm,
1606,1,Captain in Phobos Armour,"6""",2+,2+,4,4,6,5,9,3+,85,,1,FALSE,40mm,
1607,1,Librarian in Phobos Armour,"6""",3+,3+,4,4,5,4,9,3+,90,,1,FALSE,40mm,
1608,1,Lieutenant in Phobos Armour,"6""",2+,2+,4,4,5,4,8,3+,70,,1,FALSE,40mm,
1609,1,Infiltrator,"6""",3+,3+,4,4,2,2,7,3+,20,,4-9,FALSE,32mm,
1609,2,Infiltrator Sergeant,"6""",3+,3+,4,4,2,3,8,3+,20,,1,FALSE,32mm,
1610,1,Suppressor,"12""",3+,3+,4,4,2,2,7,3+,,,2,FALSE,40mm,
1610,2,Suppressor Sergeant,"12""",3+,3+,4,4,2,3,8,3+,,,1,FALSE,40mm,
1611,1,Eliminator,"6""",3+,2+,4,4,2,2,7,3+,25,,2,FALSE,40mm,
1611,2,Eliminator Sergeant,"6""",3+,2+,4,4,2,3,8,3+,25,,1,FALSE,40mm,
1647,1,Contorted Epitome,"12""",2+,3+,4,5,8,8,8,4+/4+,160,,1,FALSE,75 x 42mm,
1648,1,Shalaxi Helbane,"16""",2+,2+,6,7,22,6,10,5+/4+,300,,1,FALSE,100mm,
1649,1,Syll’Esske,"10""",2+,3+,4,6,8,6,9,5+/4+,180,,1,FALSE,50mm,
1650,1,Skorpius Dunerider,"12""",6+,3+,6,6,12,3,8,3+,85,,1,FALSE,Use model,
1651,1,Skorpius Disintegrator,"12""",6+,3+,6,7,12,3,8,3+,125,,1,FALSE,Use model,
1652,1,Repulsor Executioner,"10""",6+,3+,8,8,16,6,9,3+,250,,1,FALSE,100mm,
1658,1,Knight Despoiler,"10""",3+,3+,8,8,24,4,9,3+,375,"+20 pts if equipped with 2 daemonbreath thermal cannons, 2 despoiler battle cannons, 2 despoiler gat",1,FALSE,170 x 109mm,
1659,1,Knight Tyrant,"8""",4+,3+,8,8,28,4,9,2+,585,,1,FALSE,170 x 109mm,
1660,1,Knight Desecrator,"10""",2+,3+,8,8,24,4,9,3+,400,,1,FALSE,170 x 109mm,
1661,1,Knight Rampager,"12""",2+,3+,8,8,24,5,9,3+,400,,1,FALSE,170 x 109mm,
1662,1,Chaos Acastus Knight Asterius,"8""",4+,3+,8,8,30,3,9,3+,750,,1,FALSE,Use model,
1663,1,War Dog Moirax,"12""",3+,3+,6,7,12,4,8,3+,155,,1-3,FALSE,100mm,
1664,1,Acastus Knight Asterius,"8""",4+,3+,8,8,30,3,9,3+,750,,1,FALSE,Use model,
1665,1,Knight Moirax,"12""",3+,3+,6,7,12,4,8,3+,155,,1-3,FALSE,100mm,
1666,1,Incursor,"6""",3+,3+,4,4,2,2,7,3+,18,,4-9,FALSE,32mm,
1666,2,Incursor Sergeant,"6""",3+,3+,4,4,2,3,8,3+,18,,1,FALSE,32mm,
1667,1,Invictor Tactical Warsuit,"10""",3+,3+,7,6,13,4,8,3+,140,,1,FALSE,90mm,
1668,1,Impulsor,"14""",6+,3+,7,7,11,3,8,3+,100,,1,FALSE,100mm,
1678,1,Ancient in Terminator Armour,"6""",3+,3+,4,4,5,3,8,2+,90,,1,FALSE,40mm,
1679,1,Khan on Bike,"14""",2+,2+,4,5,6,4,9,3+,100,,1,FALSE,75 x 25mm,
1680,1,Ares Gunship,"20""-50""",6+,2+,8,8,22,6,11,3+,400,,1,FALSE,160mm,
1720,1,Chaos Vindicator Laser Destroyer,"10""",6+,3+,6,8,11,3,8,3+,175,,1,FALSE,Use model,
1746,1,Death Guard Greater Blight Drone,"14""",3+,3+,6,7,9,4,8,3+,125,,1,FALSE,60mm,
1750,1,Chaos Vindicator Laser Destroyer,"10""",6+,3+,6,8,11,3,8,3+,175,,1,FALSE,Use model,
1812,1,Cultist,"6""",4+,4+,3,3,1,1,5,6+,,,6,TRUE,25mm,
1812,2,Cultist Champion,"6""",4+,4+,3,3,1,2,6,6+,,,1,TRUE,25mm,
1813,1,Cultist Firebrand,"6""",3+,3+,4,4,3,3,6,4+,35,,1,TRUE,32mm,
1816,1,Gotfret de Montbard,"6""",3+,4+,3,3,4,4,7,4+,40,,1,TRUE,32mm,
1818,1,Aradia Madellan,"6""",3+,3+,3,3,4,3,8,5+,45,,1,TRUE,32mm,
1822,1,X-101,"5""",5+,5+,4,4,2,2,6,4+,25,,1,TRUE,32mm,
1825,1,Iron Father Feirros,"5""",3+,2+,4,5,7,5,9,2+,130,,1,FALSE,40mm,
1991,1,Tor Garadon,"5""",2+,2+,4,5,7,5,9,3+,120,,1,FALSE,40mm,
1992,1,Adrax Agatone,"6""",2+,2+,4,4,6,5,9,2+,120,,1,FALSE,40mm,
1993,1,Da Red Gobbo,"5""",4+,3+,3,3,3,3,6,5+,30,,1,TRUE,32mm,
1994,1,Carnodon,"12""",5+,4+,7,7,12,3,7,3+,110,,1,FALSE,Use model,
1995,1,Tormentbringer on Hellflayer,"14""",2+,3+,4,5,7,8,8,4+/4+,110,,1,FALSE,120 x 92mm,
2076,1,Carab Culln the Risen,"8""",2+,2+,7,7,14,5,8,2+,265,,1,FALSE,80mm,
2077,1,Warbringer Nemesis Titan,"15""",4+,3+,8,8,100,3,10,2+,3800,,1,FALSE,Use model,
2079,1,Makari,"5""",4+,4+,3,3,4,2,6,6+,50,,1,FALSE,25mm,
2080,1,Big Mek with Kustom Force Field,"5""",3+,4+,5,5,5,3,7,4+,85,,1,FALSE,40mm,Grot oiler 25mm
2081,1,Serberys Sulphurhound,"12""",4+,3+,3,4,2,2,6,4+,18,,2-8,FALSE,60 x 35mm,
2081,2,Serberys Sulphurhound Alpha,"12""",4+,3+,3,4,2,3,7,4+,18,,1,FALSE,60 x 35mm,
2082,1,Serberys Raider,"12""",4+,3+,3,4,2,2,6,4+,18,,2-8,FALSE,60 x 35mm,
2082,2,Serberys Raider Alpha,"12""",4+,3+,3,4,2,3,7,4+,18,,1,FALSE,60 x 35mm,
2083,1,Pteraxii Sterylizor,"12""",3+,3+,4,3,2,2,6,4+,19,,4-9,FALSE,40mm,
2083,2,Pteraxii Sterylizor Alpha,"12""",3+,3+,4,3,2,3,7,4+,19,,1,FALSE,40mm,
2084,1,Pteraxii Skystalker,"12""",3+,3+,4,3,2,2,6,4+,16,,4-9,FALSE,40mm,
2084,2,Pteraxii Skystalker Alpha,"12""",3+,3+,4,3,2,3,7,4+,16,,1,FALSE,40mm,
2085,1,Archaeopter Transvector,"20-50""",5+,3+,6,7,10,3,9,3+,110,,1,FALSE,170 x 109mm,
2086,1,Archaeopter Stratoraptor,"20-50""",5+,3+,6,7,10,3,9,3+,180,,1,FALSE,170 x 109mm,
2087,1,Archaeopter Fusilave,"20-50""",5+,3+,6,7,10,3,9,3+,150,,1,FALSE,170 x 109mm,
2088,1,Aleya,"7""",2+,2+,3,3,5,5,9,3+,75,,1,FALSE,32mm,
2089,1,Tacticus Bunker,-,-,4+,8,8,20,-,10,3+,,,1,FALSE,Use model,
2089,2,Bunker Annex,-,-,4+,8,8,12,-,10,3+,,,3,FALSE,Use model,
2090,1,Lord Inquisitor Kyria Draxus,"6""",2+,3+,3,3,5,4,9,3+,85,,1,FALSE,32mm,
2091,1,Ephrael Stern,"8""",2+,3+,4,3,6,5,9,3+,,,1,FALSE,32mm,
2091,2,Kyganil,"8""",2+,3+,3,3,5,4,8,6+,,,1,FALSE,32mm,
2092,1,Illuminor Szeras,"8""",3+,3+,6,6,7,4,10,3+,145,,1,FALSE,80mm,
2094,1,Casan Sabius,"6""",2+,2+,4,4,6,5,9,2+,145,,1,FALSE,32mm,
2098,1,Judiciar,"6""",2+,3+,4,4,5,4,9,3+,75,,1,FALSE,40mm,
2099,1,Bladeguard Veteran,"6""",3+,3+,4,4,3,3,8,3+,35,,2-5,FALSE,40mm,
2099,2,Bladeguard Veteran Sergeant,"6""",3+,3+,4,4,3,4,9,3+,35,,1,FALSE,40mm,
2100,1,Bladeguard Ancient,"6""",3+,3+,4,4,5,4,9,3+,75,,1,FALSE,40mm,
2101,1,Assault Intercessor,"6""",3+,3+,4,4,2,2,7,3+,17,,4-9,FALSE,32mm,
2101,2,Assault Intercessor Sergeant,"6""",3+,3+,4,4,2,3,8,3+,17,,1,FALSE,32mm,
2102,1,Outrider,"14""",3+,3+,4,5,4,2,7,3+,35,,2,FALSE,90 x 52mm,
2102,2,Outrider Sergeant,"14""",3+,3+,4,5,4,3,8,3+,35,,1,FALSE,90 x 52mm,
2103,1,Eradicator,"5""",3+,3+,4,5,3,2,7,3+,45,,2-5,FALSE,40mm,
2103,2,Eradicator Sergeant,"5""",3+,3+,4,5,3,3,8,3+,45,,1,FALSE,40mm,
2104,1,Invader ATV,"14""",3+,3+,4,5,8,4,7,3+,70,,1-3,FALSE,Use model,
2105,1,Firestrike Servo-turret,"3""",3+,2+,4,5,5,2,8,2+,80,,1-3,FALSE,80mm,
2108,1,Plasmancer,"5""",3+,3+,4,4,4,1,10,4+,65,,1,FALSE,32mm,
2109,1,Skorpekh Lord,"8""",2+,2+,6,6,6,4,10,3+,130,,1,FALSE,60mm,
2110,1,Skorpekh Destroyer,"8""",3+,3+,5,5,3,3,10,3+,30,,3-6,FALSE,50mm,
2111,1,Cryptothrall,"5""",4+,4+,5,5,2,3,10,3+,,,2,FALSE,32mm,
2112,1,Canoptek Reanimator,"8""",4+,4+,5,5,6,4,10,3+,80,,1,FALSE,60mm,
2114,1,Scarab Swarm,"10""",4+,-,3,3,4,4,10,6+,15,,3-9,FALSE,40mm,
2115,1,Canoptek Doomstalker,"10""",4+,4+,6,6,12,3,10,3+,130,,1,FALSE,90mm,
2116,1,Lokhust Heavy Destroyer,"8""",3+,3+,4,5,4,2,10,3+,50,,1-3,FALSE,60mm,
2163,1,Captain with Master-crafted Heavy Bolt Rifle,"5""",2+,2+,4,5,7,5,9,3+,95,,1,FALSE,40mm,
2173,1,Lieutenant in Reiver Armour,"6""",2+,2+,4,4,5,4,8,3+,65,,1,FALSE,40mm,
2190,1,Primaris Chaplain on Bike,"14""",2+,3+,4,5,7,4,9,3+,115,,1,FALSE,90 x 52mm,
2199,1,Primaris Techmarine,"6""",3+,2+,4,4,5,4,8,2+,70,,1,FALSE,40mm,
2202,1,Heavy Intercessor,"5""",3+,3+,4,5,3,2,7,3+,23,,4-9,FALSE,40mm,
2202,2,Heavy Intercessor Sergeant,"5""",3+,3+,4,5,3,3,8,3+,23,,1,FALSE,40mm,
2217,1,Veteran Intercessor,"6""",3+,3+,4,4,2,3,8,3+,20,,4-9,FALSE,32mm,
2217,2,Veteran Intercessor Sergeant,"6""",3+,3+,4,4,2,4,9,3+,20,,1,FALSE,32mm,
2234,1,Relic Terminator,"5""",3+,3+,4,4,3,2,8,2+,33,,4-9,FALSE,40mm,
2234,2,Relic Terminator Sergeant,"5""",3+,3+,4,4,3,3,9,2+,33,,1,FALSE,40mm,
2252,1,Storm Speeder Hailstrike,"16""",3+,3+,5,6,10,3,7,3+,115,,1,FALSE,90mm,
2255,1,Storm Speeder Thunderstrike,"16""",3+,2+,5,6,10,3,7,3+,135,,1,FALSE,90mm,
2258,1,Storm Speeder Hammerstrike,"16""",3+,3+,5,6,10,3,7,3+,125,,1,FALSE,90mm,
2263,1,Land Speeder Typhoon,"16""",3+,3+,4,6,6,2,7,3+,100,,1-3,FALSE,60mm flying base,
2266,1,Predator Annihilator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
2267,1,Gladiator Lancer,"10""",6+,3+,7,8,12,3,8,3+,125,,1,FALSE,100mm,
2268,1,Gladiator Reaper,"10""",6+,3+,7,8,12,3,8,3+,150,,1,FALSE,100mm,
2269,1,Gladiator Valiant,"10""",6+,3+,7,8,12,3,8,3+,170,,1,FALSE,100mm,
2270,1,Hammerfall Bunker,-,-,4+,6,8,14,-,7,3+,100,,1,FALSE,Use model,
2271,1,Commander Dante,"12""",2+,2+,4,4,7,7,9,2+,175,,1,FALSE,50mm,
2272,1,Gabriel Seth,"6""",2+,2+,4,4,6,5,9,3+,130,,1,FALSE,25mm,
2273,1,The Sanguinor,"12""",2+,2+,4,4,5,5,9,2+,150,,1,FALSE,25mm,
2274,1,Brother Corbulo,"6""",2+,2+,4,4,5,4,9,3+,115,,1,FALSE,25mm,
2275,1,Sanguinary Priest,"6""",2+,3+,4,4,4,3,9,3+,90,,1,FALSE,32mm,
2276,1,Chief Librarian Mephiston,"7""",2+,2+,5,5,6,5,9,2+,125,,1,FALSE,40mm,
2277,1,Librarian Dreadnought,"6""",3+,3+,6,7,8,4,9,3+,150,,1,FALSE,60mm,
2278,1,Astorath,"12""",2+,2+,4,4,5,4,9,2+,140,,1,FALSE,25mm,
2279,1,Lemartes,"12""",2+,3+,4,4,4,4,9,3+,120,,1,FALSE,25mm,
2280,1,Captain Tycho,"6""",2+,2+,4,4,5,4,9,2+,95,,1,FALSE,25mm,
2281,1,Tycho the Lost,"6""",2+,2+,4,4,5,4,9,2+,95,,1,FALSE,25mm,
2282,1,Sanguinary Guard,"12""",3+,3+,4,4,2,3,8,2+,30,,4-10,FALSE,32mm,
2283,1,Sanguinary Ancient,"12""",3+,3+,4,4,4,3,9,2+,110,,1,FALSE,32mm,
2284,1,Death Company Dreadnought,"6""",3+,3+,6,7,8,5,7,3+,125,,1,FALSE,60mm,
2285,1,Death Company Marine,"6""",3+,3+,4,4,2,2,7,3+,20,,5-10,FALSE,32mm,
2286,1,Death Company Intercessor,"6""",3+,3+,4,4,2,3,7,3+,18,,5-10,FALSE,32mm,
2287,1,Furioso Dreadnought,"6""",3+,3+,6,7,8,4,8,3+,120,,1,FALSE,60mm,
2288,1,Baal Predator,"12""",6+,3+,6,7,11,3,8,3+,110,,1,FALSE,Use model,
2289,1,Azrael,"6""",2+,2+,4,4,7,6,9,2+,170,,1,FALSE,50mm,
2290,1,Belial,"5""",2+,2+,4,4,6,4,9,2+,125,,1,FALSE,40mm,
2291,1,Sammael,"15""",2+,2+,4,5,8,4,9,3+,135,,1,FALSE,40mm,
2292,1,Ezekiel,"6""",2+,2+,4,4,5,3,9,2+,105,,1,FALSE,32mm,
2293,1,Asmodai,"6""",2+,3+,4,4,5,4,9,3+,115,,1,FALSE,25mm,
2294,1,Interrogator-Chaplain,"6""",2+,3+,4,4,5,4,9,3+,85,,1,FALSE,32mm,
2295,1,Ravenwing Talonmaster,"18""",2+,2+,4,6,8,3,8,3+,160,,1,FALSE,65mm,
2296,1,Lazarus,"6""",2+,2+,4,4,6,5,9,3+,100,,1,FALSE,40mm,
2297,1,Interrogator-Chaplain in Terminator Armour,"5""",2+,3+,4,4,6,4,9,2+,100,,1,FALSE,40mm,
2298,1,Deathwing Apothecary,"5""",3+,3+,4,4,5,3,8,2+,90,,1,FALSE,40mm,
2299,1,Deathwing Champion,"5""",2+,3+,4,4,5,4,8,2+,70,,1,FALSE,40mm,
2300,1,Deathwing Terminator,"5""",3+,3+,4,4,3,2,8,2+,33,,4-9,FALSE,40mm,
2300,2,Deathwing Sergeant,"5""",3+,3+,4,4,3,3,9,2+,33,,1,FALSE,40mm,
2301,1,Deathwing Knight,"5""",2+,2+,4,4,3,2,8,2+,43,,4-9,FALSE,40mm,
2301,2,Knight Master,"5""",2+,2+,4,4,3,3,9,2+,43,,1,FALSE,40mm,
2302,1,Deathwing Terminator,"5""",3+,3+,4,4,3,2,8,2+,35,,1-4,FALSE,40mm,
2302,2,Deathwing Sergeant,"5""",3+,3+,4,4,3,3,9,2+,35,,1,FALSE,40mm,
2303,1,Ravenwing Apothecary,"14""",3+,3+,4,5,5,3,8,3+,90,,1,FALSE,75 x 42mm,
2304,1,Ravenwing Champion,"14""",2+,3+,4,5,5,4,8,3+,60,,1,FALSE,75 x 42mm,
2305,1,Ravenwing Ancient,"14""",3+,3+,4,5,5,3,8,3+,90,,1,FALSE,75 x 42mm,
2306,1,Ravenwing Black Knight,"14""",3+,3+,4,5,3,2,8,3+,30,,2-9,FALSE,75 x 42mm,
2306,2,Ravenwing Huntmaster,"14""",3+,3+,4,5,3,3,8,3+,30,,1,FALSE,75 x 42mm,
2307,1,Ravenwing Darkshroud,"12""",3+,3+,4,6,9,3,8,3+,110,,1,FALSE,60mm flying base,
2308,1,Ravenwing Land Speeder Vengeance,"12""",3+,3+,4,6,9,3,8,3+,100,,1,FALSE,60mm flying base,
2309,1,Ravenwing Dark Talon,"20-50""",6+,3+,6,6,11,3,8,3+,170,,1,FALSE,120 x 92mm flying base,
2310,1,Nephilim Jetfighter,"20-50""",6+,3+,6,6,11,3,8,3+,155,,1,FALSE,120 x 92mm flying base,
2311,1,Watch Master,"6""",2+,2+,4,4,6,4,9,2+,115,,1,FALSE,32mm,
2312,1,Watch Captain Artemis,"6""",2+,2+,4,4,5,4,9,3+,95,,1,FALSE,32mm,
2313,1,Chaplain Cassius,"6""",2+,3+,4,4,4,4,10,3+,85,,1,FALSE,32mm,
2314,1,Codicier Natorian,"6""",2+,3+,4,4,4,3,9,3+,90,,1,FALSE,32mm,
2315,1,Deathwatch Veteran,"6""",3+,3+,4,4,2,2,8,3+,27,,4-9,FALSE,32mm,
2315,2,Watch Sergeant,"6""",3+,3+,4,4,2,3,9,3+,27,,1,FALSE,32mm,
2315,3,Black Shield,"6""",2+,3+,4,4,2,3,8,3+,27,,0-1,FALSE,32mm,
2316,1,Veteran,"6""",3+,3+,4,4,2,2,8,3+,,,4,TRUE,32mm,
2316,2,Watch Sergeant,"6""",3+,3+,4,4,2,3,9,3+,,,1,TRUE,32mm,
2316,3,Terminator,"5""",3+,3+,4,4,3,2,8,2+,,,1,TRUE,40mm,
2316,4,Veteran Biker,"14""",3+,3+,4,5,3,2,8,3+,,,1,TRUE,75 x 42mm,
2316,5,Vanguard Veteran,"12""",3+,3+,4,4,2,2,8,3+,,,2,TRUE,32mm,
2317,1,Deathwatch Terminator,"5""",3+,3+,4,4,3,2,8,2+,35,,4-9,FALSE,40mm,
2317,2,Deathwatch Terminator Sergeant,"5""",3+,3+,4,4,3,3,9,2+,35,,1,FALSE,40mm,
2318,1,Veteran Biker,"14""",3+,3+,4,5,3,2,8,3+,35,,2-5,FALSE,75 x 25mm,
2318,2,Veteran Biker Sergeant,"14""",3+,3+,4,5,3,3,9,3+,35,,1,FALSE,75 x 25mm,
2318,3,Veteran Attack Bike,"14""",3+,3+,4,5,4,4,8,3+,35,,0-1,FALSE,Use model,
2319,1,Corvus Blackstar,"20-50""",6+,3+,8,7,14,3,8,3+,150,,1,FALSE,120 x 92mm flying base,
2322,1,Logan Grimnar,"5""",2+,2+,4,4,7,5,9,2+,140,,1,FALSE,40mm,
2323,1,Njal Stormcaller,"5""",2+,2+,4,4,6,3,9,2+,120,,1,FALSE,40mm,
2324,1,Logan Grimnar on Stormrider,"10""",2+,2+,4,6,14,5,9,2+,160,,1,FALSE,120 x 92mm,
2325,1,Bjorn the Fell-handed,"6""",2+,2+,7,8,8,5,9,3+,155,,1,FALSE,60mm,
2326,1,Arjac Rockfist,"5""",2+,2+,5,4,5,4,8,2+,100,,1,FALSE,40mm,
2327,1,Ulrik the Slayer,"6""",2+,2+,4,4,5,4,9,3+,100,,1,FALSE,32mm,
2328,1,Ragnar Blackmane,"6""",2+,2+,4,4,6,7,9,3+,110,,1,FALSE,40mm,
2329,1,Krom Dragongaze,"6""",2+,2+,4,4,5,5,9,3+,90,,1,FALSE,32mm,
2330,1,Harald Deathwolf,"10""",2+,2+,4,5,7,5,9,3+,120,,1,FALSE,60mm,
2331,1,Canis Wolfborn,"10""",2+,5+,4,5,6,6,8,3+,100,,1,FALSE,60mm,
2332,1,Wolf Guard Battle Leader in Terminator Armour,"5""",2+,2+,4,4,5,3,8,2+,75,,1,FALSE,40mm,
2333,1,Wolf Lord on Thunderwolf,"10""",2+,2+,4,5,7,4,9,3+,110,,1,FALSE,60mm,
2334,1,Wolf Guard Battle Leader on Thunderwolf,"10""",2+,2+,4,5,6,3,8,3+,95,,1,FALSE,60mm,
2335,1,Blood Claw,"6""",3+,3+,4,4,2,1,7,3+,17,,4-14,FALSE,32mm,
2335,2,Blood Claw Pack Leader,"6""",3+,3+,4,4,2,2,7,3+,17,,1,FALSE,32mm,
2335,3,Wolf Guard Pack Leader,"6""",3+,3+,4,4,2,2,8,3+,18,,0-1,FALSE,32mm,
2335,4,Wolf Guard Terminator Pack Leader,"5""",3+,3+,4,4,3,2,8,2+,34,,0-1,FALSE,40mm,
2336,1,Grey Hunter,"6""",3+,3+,4,4,2,1,7,3+,18,,4-9,FALSE,32mm,
2336,2,Grey Hunter Pack Leader,"6""",3+,3+,4,4,2,2,7,3+,18,,1,FALSE,32mm,
2336,3,Wolf Guard Pack Leader,"6""",3+,3+,4,4,2,2,8,3+,18,,0-1,FALSE,32mm,
2336,4,Wolf Guard Terminator Pack Leader,"5""",3+,3+,4,4,3,2,8,2+,34,,0-1,FALSE,40mm,
